CL,Chile,A,6000000
CL,Chile,A,1750000
CL,Chile,B,9500000
CL,Chile,B,3930000
CL,Chile,C,2050000
CL,Chile,C,6010000
CL,Chile,D,5730000
CL,Chile,D,3020000
CL,Chile,E,8010000
CL,Chile,E,2690000
CL,Chile,F,4170000
CL,Chile,F,5620000
CL,Chile,G,5030000
CL,Chile,G,2880000
CL,Chile,H,2310000
CL,Chile,H,4180000
CL,Chile,I,1930000
CL,Chile,I,9790000
CL,Chile,J,2600000
CL,Chile,L,7970000
CL,Chile,L,2240000
CL,Chile,M,2910000
CL,Chile,M,3530000
CL,Chile,N,4550000
CL,Chile,N,4010000
CL,Chile,O,6110000
CL,Chile,O,2330000
CL,Chile,P,9710000
CL,Chile,P,3220000
CL,Chile,Q,5780000
CL,Chile,Q,2260000
CL,Chile,R,2820000
CL,Chile,R,2140000
CL,Chile,S,5000000
CL,Chile,S,8900000
CL,Chile,T,9670000
CL,Chile,T,4410000
CL,Chile,V,5090000
CL,Chile,V,4880000
CL,Chile,Y,3600000
CL,Chile,Y,3920000
CL,Chile,Z,2060000
