CU,Cuba,A,57700
CU,Cuba,A,74100
CU,Cuba,B,82500
CU,Cuba,B,32400
CU,Cuba,C,62410
CU,Cuba,C,72100
CU,Cuba,D,10700
CU,Cuba,D,74170
CU,Cuba,E,97100
CU,Cuba,E,72200
CU,Cuba,F,67600
CU,Cuba,F,62500
CU,Cuba,G,74320
CU,Cuba,G,23300
CU,Cuba,H,74520
CU,Cuba,H,80100
CU,Cuba,I,97500
CU,Cuba,J,74540
CU,Cuba,J,87300
CU,Cuba,L,74210
CU,Cuba,L,74430
CU,Cuba,M,33000
CU,Cuba,M,74330
CU,Cuba,N,73100
CU,Cuba,N,33100
CU,Cuba,P,92610
CU,Cuba,P,20100
CU,Cuba,Q,52200
CU,Cuba,Q,33500
CU,Cuba,R,83300
CU,Cuba,R,74110
CU,Cuba,S,83200
CU,Cuba,S,50100
CU,Cuba,T,74150
CU,Cuba,T,92700
CU,Cuba,U,42900
CU,Cuba,U,82800
CU,Cuba,V,42200
CU,Cuba,V,72900
CU,Cuba,Y,62100
CU,Cuba,Y,99420
