FI,Finland,A,44250
FI,Finland,A,68410
FI,Finland,B,68830
FI,Finland,B,64240
FI,Finland,D,64320
FI,Finland,D,10160
FI,Finland,E,68870
FI,Finland,E,56250
FI,Finland,F,10250
FI,Finland,F,68920
FI,Finland,G,07350
FI,Finland,G,25690
FI,Finland,H,47310
FI,Finland,H,38150
FI,Finland,I,20270
FI,Finland,I,07810
FI,Finland,J,34850
FI,Finland,J,66490
FI,Finland,K,94430
FI,Finland,K,62360
FI,Finland,L,74390
FI,Finland,L,41310
FI,Finland,M,17470
FI,Finland,M,02020
FI,Finland,N,79330
FI,Finland,N,82220
FI,Finland,O,04530
FI,Finland,O,45940
FI,Finland,P,43480
FI,Finland,P,41900
FI,Finland,R,92007
FI,Finland,R,39580
FI,Finland,S,41820
FI,Finland,S,77430
FI,Finland,T,25900
FI,Finland,T,07360
FI,Finland,U,81280
FI,Finland,U,91600
FI,Finland,V,40800
FI,Finland,V,41530
FI,Finland,Y,41925
FI,Finland,Y,88730
